rank,step,n_docs,total_tokens,packed_tokens,collate_ms,sample_sum_ms,sample_max_ms,sample_mean_tok,load_ms,docs_tl,bucket
2,539,4,3623.0,3623.0,47.617,1686.4470000000001,546.078,905.75,0.172,4,4
2,540,7,4070.0,4070.0,38.08,2887.507,562.454,581.4285714285714,0.121,7,7
2,541,8,3962.0,3962.0,50.635,2952.221,530.543,495.25,0.147,8,8+
2,542,6,4024.0,4024.0,38.476,2173.795,505.209,670.6666666666666,0.139,6,6
2,543,5,3773.0,3773.0,50.705,2088.013,544.374,754.6,0.096,5,5
2,544,5,3849.0,3849.0,53.989,2237.2430000000004,585.486,769.8,0.132,5,5
2,545,7,3885.0,3885.0,52.381,2654.725,582.787,555.0,0.132,7,7
2,546,5,3833.0,3833.0,37.636,2255.929,630.53,766.6,0.103,5,5
2,547,6,3891.0,3891.0,35.326,2371.447,602.395,648.5,0.119,6,6
2,548,6,3987.0,3987.0,52.315,2325.628,436.606,664.5,0.144,6,6
2,549,7,3989.0,3989.0,27.954,2872.5179999999996,589.226,569.8571428571429,0.18,7,7
2,550,6,3934.0,3934.0,35.793,2430.423,605.831,655.6666666666666,0.111,6,6
2,551,7,3532.0,3532.0,39.396,2162.0910000000003,413.018,504.57142857142856,0.105,7,7
2,552,8,3812.0,3812.0,31.924,2620.571,444.264,476.5,0.101,8,8+
2,553,5,3829.0,3829.0,38.725,2028.2330000000002,599.081,765.8,0.122,5,5
2,554,7,4043.0,4043.0,41.658,2645.9910000000004,554.422,577.5714285714286,0.127,7,7
2,555,6,4058.0,4058.0,53.21,2491.825,664.964,676.3333333333334,0.104,6,6
2,556,6,3972.0,3972.0,26.444,2304.445,630.542,662.0,0.127,6,6
2,557,5,3861.0,3861.0,40.436,2260.842,885.399,772.2,0.11,5,5
2,558,7,3949.0,3949.0,54.566,2364.3489999999997,504.51,564.1428571428571,0.119,7,7
2,559,7,3919.0,3919.0,51.214,2689.5710000000004,611.138,559.8571428571429,0.102,7,7
2,560,4,3989.0,3989.0,182.188,1709.3690000000001,790.5,997.25,0.118,4,4
2,561,7,3781.0,3781.0,34.997,2199.127,388.658,540.1428571428571,0.125,7,7
2,562,6,4073.0,4073.0,90.619,2347.7349999999997,511.663,678.8333333333334,0.131,6,6
2,563,8,3924.0,3924.0,49.403,2848.39,506.666,490.5,0.124,8,8+
2,564,6,4010.0,4010.0,51.824,2202.322,554.104,668.3333333333334,0.093,6,6
2,565,9,4087.0,4087.0,44.549,2985.012,430.356,454.1111111111111,0.116,9,8+
2,566,5,3554.0,3554.0,45.751,2081.282,587.76,710.8,0.184,5,5
2,567,6,4068.0,4068.0,53.607,2598.6829999999995,575.611,678.0,0.1,6,6
2,568,8,4061.0,4061.0,44.76,2880.327,486.297,507.625,0.169,8,8+
2,569,4,3871.0,3871.0,44.134,1534.084,565.844,967.75,0.126,4,4
2,570,5,3590.0,3590.0,41.385,1944.5289999999998,562.228,718.0,0.132,5,5
2,571,4,3863.0,3863.0,55.039,1923.747,661.268,965.75,0.121,4,4
2,572,5,3763.0,3763.0,50.13,1651.2849999999999,407.896,752.6,0.142,5,5
2,573,5,3903.0,3903.0,34.311,2129.412,584.857,780.6,0.094,5,5
2,574,4,3903.0,3903.0,66.363,1838.1380000000001,650.95,975.75,0.105,4,4
2,575,5,3920.0,3920.0,24.402,1816.395,571.79,784.0,0.105,5,5
2,576,6,3929.0,3929.0,61.918,2338.242,450.205,654.8333333333334,0.11,6,6
2,577,5,3313.0,3313.0,45.089,2179.241,581.039,662.6,0.113,5,5
2,578,3,4025.0,4025.0,38.486,1672.731,966.358,1341.6666666666667,0.145,3,3
2,579,5,3831.0,3831.0,62.703,1680.715,521.33,766.2,0.308,5,5
2,580,7,3897.0,3897.0,40.342,2562.7789999999995,586.333,556.7142857142857,0.105,7,7
2,581,5,3988.0,3988.0,50.461,2116.0080000000003,524.615,797.6,0.128,5,5
2,582,6,3844.0,3844.0,51.117,2433.3230000000003,488.484,640.6666666666666,0.089,6,6
2,583,6,3876.0,3876.0,42.755,2503.553,779.035,646.0,0.113,6,6
2,584,5,3701.0,3701.0,25.862,1960.1909999999998,511.639,740.2,0.12,5,5
2,585,8,4077.0,4077.0,51.039,3146.608,570.624,509.625,0.102,8,8+
2,586,4,3662.0,3662.0,33.051,1792.435,560.131,915.5,0.137,4,4
2,587,6,3971.0,3971.0,50.541,2108.2529999999997,447.595,661.8333333333334,0.12,6,6
2,588,5,4088.0,4088.0,174.272,2261.618,610.193,817.6,0.125,5,5
2,589,3,3916.0,3916.0,52.617,1662.575,1001.985,1305.3333333333333,0.112,3,3
2,590,6,4031.0,4031.0,44.691,2382.9719999999998,570.511,671.8333333333334,0.11,6,6
2,591,6,3975.0,3975.0,45.933,2313.4169999999995,613.762,662.5,0.09,6,6
2,592,5,3535.0,3535.0,48.093,2084.75,762.326,707.0,0.137,5,5
2,593,5,3983.0,3983.0,55.815,2254.841,794.471,796.6,0.108,5,5
2,594,5,3732.0,3732.0,24.43,2110.902,583.798,746.4,0.237,5,5
2,595,5,3251.0,3251.0,34.372,2119.315,855.16,650.2,0.144,5,5
2,596,6,3883.0,3883.0,51.51,2449.121,896.097,647.1666666666666,0.164,6,6
2,597,6,4052.0,4052.0,33.645,2784.939,912.064,675.3333333333334,0.096,6,6
2,598,7,4000.0,4000.0,61.957,2707.5750000000007,531.339,571.4285714285714,0.109,7,7
2,599,7,3942.0,3942.0,53.073,2683.975,516.975,563.1428571428571,0.121,7,7
2,600,5,4009.0,4009.0,40.724,2321.221,683.267,801.8,0.088,5,5
2,601,6,4071.0,4071.0,34.358,2243.294,453.169,678.5,0.166,6,6
2,602,5,4000.0,4000.0,54.807,1986.0729999999999,599.514,800.0,0.115,5,5
2,603,5,3835.0,3835.0,50.041,2101.682,553.773,767.0,0.178,5,5
2,604,5,3853.0,3853.0,42.572,1883.0670000000002,581.662,770.6,0.118,8,5
2,605,8,3910.0,3910.0,38.438,2706.9350000000004,514.344,488.75,0.125,5,8+
2,606,6,4027.0,4027.0,51.07,2123.878,468.675,671.1666666666666,0.11,6,6
2,607,6,3352.0,3352.0,24.936,2254.866,585.493,558.6666666666666,0.107,6,6
2,608,5,3557.0,3557.0,36.944,2183.7729999999997,779.385,711.4,0.16,5,5
2,609,7,3733.0,3733.0,36.837,2935.9510000000005,624.332,533.2857142857143,0.088,7,7
2,610,5,3545.0,3545.0,35.617,1921.5520000000001,500.622,709.0,0.142,5,5
2,611,6,3801.0,3801.0,52.055,2103.497,536.085,633.5,0.161,6,6
2,612,6,3989.0,3989.0,52.347,2384.0,585.924,664.8333333333334,0.139,6,6
2,613,5,3947.0,3947.0,57.71,2178.882,580.349,789.4,0.126,5,5
2,614,5,3503.0,3503.0,35.484,1958.8709999999999,548.852,700.6,0.15,5,5
2,615,6,3955.0,3955.0,54.546,2091.0860000000002,569.863,659.1666666666666,0.093,6,6
2,616,5,3877.0,3877.0,25.924,2271.487,606.422,775.4,0.137,5,5
2,617,5,3870.0,3870.0,37.853,2157.766,665.34,774.0,0.111,5,5
2,618,5,3485.0,3485.0,44.877,1913.329,667.791,697.0,0.246,6,5
2,619,6,3764.0,3764.0,51.347,2163.382,685.282,627.3333333333334,0.17,5,6
2,620,5,3860.0,3860.0,28.687,2047.5,827.023,772.0,0.149,5,5
2,621,6,3814.0,3814.0,29.173,2900.77,954.446,635.6666666666666,0.115,6,6
2,622,5,3924.0,3924.0,22.893,2071.725,591.087,784.8,0.13,5,5
2,623,6,4019.0,4019.0,51.707,2559.9800000000005,581.022,669.8333333333334,0.11,6,6
2,624,6,3806.0,3806.0,49.546,2008.74,472.241,634.3333333333334,0.086,6,6
2,625,4,3403.0,3403.0,39.64,2008.507,679.867,850.75,0.103,4,4
2,626,4,3545.0,3545.0,47.419,2037.782,767.159,886.25,0.11,4,4
2,627,4,4017.0,4017.0,23.905,1727.688,641.706,1004.25,0.107,4,4
2,628,6,4058.0,4058.0,26.687,2404.1180000000004,636.681,676.3333333333334,0.159,6,6
2,629,6,3755.0,3755.0,44.945,2744.7439999999997,664.606,625.8333333333334,0.131,6,6
2,630,5,3950.0,3950.0,39.83,2021.4440000000002,613.944,790.0,0.133,5,5
2,631,8,3895.0,3895.0,36.756,2450.165,531.284,486.875,0.108,8,8+
2,632,6,4042.0,4042.0,40.007,2385.48,648.905,673.6666666666666,0.098,6,6
2,633,5,3902.0,3902.0,52.127,2190.466,551.703,780.4,0.092,5,5
2,634,5,3865.0,3865.0,23.862,2278.426,562.384,773.0,0.111,6,5
2,635,6,4057.0,4057.0,53.158,2805.23,587.827,676.1666666666666,0.091,5,6
2,636,5,3851.0,3851.0,54.396,2723.326,692.227,770.2,0.116,7,5
2,637,7,4002.0,4002.0,24.857,2613.066,549.861,571.7142857142857,0.099,5,7
2,638,5,4053.0,4053.0,37.134,2001.5760000000002,475.386,810.6,0.112,7,5
2,639,7,3961.0,3961.0,26.492,2515.1589999999997,440.929,565.8571428571429,0.096,5,7
2,640,6,3854.0,3854.0,25.765,2334.897,540.809,642.3333333333334,0.117,5,6
2,641,5,3822.0,3822.0,51.648,2173.339,517.766,764.4,0.126,6,5
2,642,6,3782.0,3782.0,37.04,2177.702,481.192,630.3333333333334,0.101,6,6
2,643,6,3790.0,3790.0,37.874,2264.2630000000004,536.771,631.6666666666666,0.127,6,6
2,644,6,3803.0,3803.0,35.174,2262.353,430.473,633.8333333333334,0.134,4,6
2,645,4,4068.0,4068.0,53.733,1804.6000000000001,555.737,1017.0,0.095,6,4
2,646,8,3749.0,3749.0,51.533,2549.172,498.651,468.625,0.127,8,8+
2,647,9,4094.0,4094.0,50.248,3374.469,478.356,454.8888888888889,0.119,9,8+
2,648,6,4020.0,4020.0,52.656,2553.777,561.156,670.0,0.092,6,6
2,649,5,3969.0,3969.0,37.945,2158.8830000000003,560.755,793.8,0.129,5,5
2,650,5,3550.0,3550.0,46.206,1945.078,507.265,710.0,0.108,9,5
2,651,9,4048.0,4048.0,50.605,3327.924,523.66,449.77777777777777,0.131,5,8+
2,652,5,3822.0,3822.0,28.757,1894.92,563.773,764.4,0.13,6,5
2,653,6,4093.0,4093.0,37.114,2452.448,578.109,682.1666666666666,0.123,5,6
2,654,5,3995.0,3995.0,52.692,2113.045,669.186,799.0,0.12,4,5
2,655,4,3223.0,3223.0,46.187,1226.423,384.097,805.75,0.093,5,4
2,656,6,4062.0,4062.0,37.9,2255.105,698.136,677.0,0.109,8,6
2,657,8,4027.0,4027.0,76.913,3099.8140000000003,606.302,503.375,0.082,6,8+
2,658,6,4018.0,4018.0,26.862,2183.615,602.925,669.6666666666666,0.134,7,6
2,659,7,4009.0,4009.0,54.379,2799.733,667.911,572.7142857142857,0.112,6,7
2,660,7,3922.0,3922.0,40.72,2616.287,538.393,560.2857142857143,0.117,5,7
2,661,5,3999.0,3999.0,37.413,2327.069,594.625,799.8,0.125,7,5
2,662,5,3720.0,3720.0,29.36,1981.753,516.025,744.0,0.165,6,5
2,663,6,3898.0,3898.0,51.669,2167.2389999999996,457.118,649.6666666666666,0.079,5,6
2,664,6,4086.0,4086.0,51.293,2323.294,601.962,681.0,0.109,7,6
2,665,7,3923.0,3923.0,39.855,2680.316,516.805,560.4285714285714,0.147,6,7
2,666,5,4045.0,4045.0,36.76,2068.634,582.341,809.0,0.095,6,5
2,667,6,4075.0,4075.0,23.424,2543.653,655.43,679.1666666666666,0.121,5,6
2,668,6,3367.0,3367.0,49.199,2331.189,704.269,561.1666666666666,0.158,6,6
2,669,6,3952.0,3952.0,47.017,2154.853,582.251,658.6666666666666,0.107,6,6
2,670,6,3839.0,3839.0,48.549,2477.255,623.66,639.8333333333334,0.154,7,6
2,671,5,3819.0,3819.0,30.679,2225.2709999999997,770.266,763.8,0.109,6,5
2,672,7,3905.0,3905.0,35.079,2980.906,512.363,557.8571428571429,0.098,7,7
2,673,3,3772.0,3772.0,60.332,1729.634,660.031,1257.3333333333333,0.102,5,3
2,674,7,4066.0,4066.0,54.87,2552.778,521.162,580.8571428571429,0.129,5,7
2,675,5,3730.0,3730.0,48.204,2359.734,501.889,746.0,0.083,3,5
2,676,5,3867.0,3867.0,48.356,2282.809,561.556,773.4,0.128,7,5
2,677,4,3601.0,3601.0,49.206,1575.629,734.473,900.25,0.111,5,4
2,678,7,3876.0,3876.0,55.562,2338.216,492.422,553.7142857142857,0.148,6,7
2,679,6,4006.0,4006.0,47.112,2498.2249999999995,615.753,667.6666666666666,0.093,4,6
2,680,6,3900.0,3900.0,53.785,2372.7,507.9,650.0,0.118,6,6
2,681,6,3868.0,3868.0,49.831,2773.422,551.239,644.6666666666666,0.119,6,6
2,682,6,3808.0,3808.0,54.72,2456.258,536.471,634.6666666666666,0.117,6,6
2,683,6,4007.0,4007.0,25.303,2432.478,521.628,667.8333333333334,0.086,6,6
2,684,6,3864.0,3864.0,56.5,2183.868,512.251,644.0,0.097,5,6
2,685,5,3910.0,3910.0,28.237,2111.237,595.091,782.0,0.099,6,5
2,686,6,4018.0,4018.0,87.942,2326.611,605.765,669.6666666666666,0.127,5,6
2,687,5,3869.0,3869.0,88.448,2193.526,584.881,773.8,0.08,6,5
2,688,7,3850.0,3850.0,36.686,2535.8050000000003,514.447,550.0,0.145,7,7
2,689,6,3775.0,3775.0,46.148,2307.506,527.213,629.1666666666666,0.091,7,6
2,690,7,3988.0,3988.0,62.828,2942.2169999999996,538.799,569.7142857142857,0.096,5,7
2,691,5,3739.0,3739.0,35.438,2122.753,519.899,747.8,0.107,6,5
2,692,5,4061.0,4061.0,97.013,2415.076,752.701,812.2,0.116,6,5
2,693,6,3690.0,3690.0,49.278,2404.358,632.551,615.0,0.249,5,6
2,694,6,3992.0,3992.0,127.708,2487.998,659.231,665.3333333333334,0.145,8,6
2,695,6,4032.0,4032.0,40.752,2233.1459999999997,619.703,672.0,0.1,6,6
2,696,8,3994.0,3994.0,328.237,2730.695,430.663,499.25,526.656,8,8+
2,697,6,3931.0,3931.0,51.507,2526.581,590.6,655.1666666666666,0.1,6,6
2,698,8,4087.0,4087.0,39.369,3225.123,646.554,510.875,493.485,6,8+
2,699,6,3752.0,3752.0,43.267,2191.4680000000003,555.933,625.3333333333334,0.276,6,6
2,700,6,4029.0,4029.0,78.913,2273.34,622.313,671.5,445.433,7,6
2,701,6,3995.0,3995.0,53.886,2504.9309999999996,693.827,665.8333333333334,0.201,6,6
2,702,7,4012.0,4012.0,32.249,2581.525,539.885,573.1428571428571,359.582,6,7
2,703,6,3909.0,3909.0,70.003,2421.5880000000006,571.272,651.5,0.111,6,6
2,704,5,3837.0,3837.0,52.136,2037.783,595.991,767.4,451.828,6,5
2,705,6,3880.0,3880.0,232.017,2707.646,582.736,646.6666666666666,0.071,6,6
2,706,6,3980.0,3980.0,47.802,2436.647,635.045,663.3333333333334,1154.477,8,6
2,707,6,4059.0,4059.0,49.074,2205.6499999999996,629.813,676.5,0.106,5,6
2,708,7,4059.0,4059.0,49.586,2794.034,499.723,579.8571428571429,1366.556,6,7
2,709,8,4018.0,4018.0,48.312,3072.752,545.904,502.25,0.138,6,8+
2,710,5,3764.0,3764.0,46.222,2224.117,563.891,752.8,1285.969,5,5
2,711,6,4026.0,4026.0,40.095,2461.251,522.513,671.0,0.096,7,6
2,712,5,3877.0,3877.0,56.115,2273.488,619.118,775.4,975.721,4,5
2,713,5,3812.0,3812.0,37.519,2112.99,529.403,762.4,0.103,5,5
2,714,5,3864.0,3864.0,60.946,2089.9300000000003,482.606,772.8,767.463,4,5
2,715,4,3804.0,3804.0,51.161,1825.208,586.563,951.0,0.118,5,4
2,716,5,3945.0,3945.0,53.523,2119.231,689.263,789.0,401.576,5,5
2,717,4,3905.0,3905.0,43.649,2117.223,596.141,976.25,0.144,5,4
2,718,5,3967.0,3967.0,53.101,2351.437,635.98,793.4,458.388,5,5
2,719,5,3908.0,3908.0,49.447,2056.598,618.105,781.6,0.103,5,5
2,720,6,3968.0,3968.0,55.481,2255.5769999999998,546.534,661.3333333333334,908.807,8,6
2,721,5,3458.0,3458.0,48.95,2000.3970000000002,442.399,691.6,0.138,5,5
2,722,6,4057.0,4057.0,27.265,2236.58,571.842,676.1666666666666,1462.019,7,6
2,723,8,3976.0,3976.0,62.128,3084.309,500.238,497.0,0.08,6,8+
2,724,7,3827.0,3827.0,52.006,2747.236,533.301,546.7142857142857,795.644,6,7
2,725,7,4024.0,4024.0,24.912,2661.759,524.22,574.8571428571429,0.145,6,7
2,726,5,3934.0,3934.0,57.585,1875.927,569.383,786.8,747.379,7,5
2,727,6,4008.0,4008.0,26.589,2100.767,473.023,668.0,0.114,7,6
2,728,6,3930.0,3930.0,50.619,2461.017,617.079,655.0,42.145,5,6
2,729,7,3752.0,3752.0,53.897,2614.5080000000003,501.568,536.0,0.098,5,7
2,730,6,3865.0,3865.0,47.592,2261.995,585.98,644.1666666666666,0.118,6,6
2,731,5,3816.0,3816.0,40.505,1689.703,467.293,763.2,0.124,6,5
2,732,6,3945.0,3945.0,51.06,2188.287,634.89,657.5,0.106,7,6
2,733,6,3819.0,3819.0,46.997,2450.7709999999997,829.54,636.5,0.112,6,6
2,734,6,4064.0,4064.0,35.083,2280.339,652.003,677.3333333333334,0.121,5,6
2,735,7,3880.0,3880.0,40.018,2500.423,661.756,554.2857142857143,0.222,6,7
2,736,5,3968.0,3968.0,28.18,2141.516,817.266,793.6,0.13,5,5
2,737,7,4017.0,4017.0,52.296,2654.585,849.48,573.8571428571429,0.112,6,7
2,738,5,3977.0,3977.0,59.538,2204.118,612.353,795.4,0.123,7,5
2,739,6,3664.0,3664.0,33.696,2389.5879999999997,643.305,610.6666666666666,0.141,7,6
2,740,7,4007.0,4007.0,26.722,2892.2380000000003,672.695,572.4285714285714,0.147,6,7
2,741,6,3908.0,3908.0,26.797,2516.623,730.278,651.3333333333334,0.116,6,6
2,742,6,3438.0,3438.0,49.357,2146.4120000000003,555.327,573.0,0.146,6,6
2,743,5,4084.0,4084.0,41.588,1855.091,531.763,816.8,0.099,6,5
2,744,5,4001.0,4001.0,34.139,2304.06,628.917,800.2,0.113,4,5
2,745,6,4074.0,4074.0,49.328,2586.22,620.99,679.0,0.093,5,6
2,746,4,3518.0,3518.0,91.654,1646.549,510.162,879.5,0.164,5,4
2,747,5,4001.0,4001.0,53.965,2126.09,621.222,800.2,0.083,5,5
2,748,5,3957.0,3957.0,46.831,2132.534,654.129,791.4,0.126,6,5
2,749,5,4005.0,4005.0,27.24,2203.0420000000004,744.207,801.0,0.117,5,5
2,750,6,3969.0,3969.0,58.372,2247.08,510.794,661.5,0.127,7,6
2,751,8,3895.0,3895.0,51.728,2768.2299999999996,371.156,486.875,0.128,5,8+
2,752,7,3942.0,3942.0,30.142,2348.662,402.988,563.1428571428571,0.161,6,7
2,753,5,3848.0,3848.0,44.359,2314.575,651.243,769.6,0.079,8,5
2,754,6,3967.0,3967.0,43.758,2653.887,769.746,661.1666666666666,0.137,6,6
2,755,5,3924.0,3924.0,53.199,2123.7090000000003,599.113,784.8,0.117,5,5
2,756,6,4043.0,4043.0,58.54,2239.983,600.827,673.8333333333334,0.29,5,6
2,757,6,3914.0,3914.0,45.331,2344.5760000000005,535.979,652.3333333333334,0.124,5,6
2,758,5,3845.0,3845.0,47.083,2214.443,606.744,769.0,0.179,5,5
2,759,7,3956.0,3956.0,57.192,2736.245,522.324,565.1428571428571,0.079,6,7
2,760,5,3840.0,3840.0,55.729,2181.745,530.623,768.0,0.129,5,5
2,761,7,4016.0,4016.0,26.191,2816.337,696.766,573.7142857142857,0.199,7,7
2,762,5,3973.0,3973.0,68.858,1921.694,546.341,794.6,0.103,6,5
2,763,5,3592.0,3592.0,35.56,1984.9360000000001,490.579,718.4,0.138,7,5
2,764,6,3959.0,3959.0,94.079,2227.163,477.073,659.8333333333334,0.145,6,6
2,765,5,4027.0,4027.0,58.986,2517.4300000000003,779.482,805.4,0.08,5,5
2,766,6,4017.0,4017.0,98.537,2329.509,539.289,669.5,0.116,6,6
2,767,5,3662.0,3662.0,42.676,2532.616,728.961,732.4,0.11,5,5
2,768,6,3942.0,3942.0,38.959,2684.1459999999997,625.891,657.0,0.188,6,6
2,769,5,3866.0,3866.0,54.203,1980.3110000000001,454.147,773.2,0.145,5,5
2,770,6,3705.0,3705.0,206.795,2643.218,570.206,617.5,0.253,7,6
2,771,3,3789.0,3789.0,47.38,1610.179,854.956,1263.0,0.08,5,3
2,772,7,3993.0,3993.0,90.416,2533.6400000000003,494.922,570.4285714285714,0.175,6,7
2,773,7,4075.0,4075.0,30.129,2767.3360000000002,568.68,582.1428571428571,0.119,3,7
2,774,6,3847.0,3847.0,146.394,2504.189,608.247,641.1666666666666,0.127,8,6
2,775,6,3693.0,3693.0,58.59,2356.296,619.824,615.5,0.175,7,6
2,776,8,3915.0,3915.0,155.958,2929.0249999999996,567.597,489.375,129.805,8,8+
2,777,6,3941.0,3941.0,35.269,2855.8239999999996,743.28,656.8333333333334,0.111,6,6
2,778,8,3951.0,3951.0,103.763,2698.5829999999996,413.12,493.875,0.133,5,8+
2,779,6,3808.0,3808.0,56.447,2008.878,496.136,634.6666666666666,0.108,6,6
2,780,5,3682.0,3682.0,402.367,2207.491,642.245,736.4,0.098,5,5
2,781,6,3725.0,3725.0,57.901,2507.059,558.697,620.8333333333334,0.141,6,6
2,782,5,4000.0,4000.0,72.052,1980.11,731.875,800.0,439.139,6,5
2,783,7,3892.0,3892.0,103.177,2673.5640000000003,683.767,556.0,0.11,6,7
2,784,6,3970.0,3970.0,45.661,2688.267,688.12,661.6666666666666,135.631,5,6
2,785,5,3834.0,3834.0,36.581,2101.572,515.322,766.8,0.143,7,5
2,786,5,4085.0,4085.0,212.101,2014.173,630.924,817.0,0.135,3,5
2,787,5,3868.0,3868.0,50.039,2122.553,734.353,773.6,0.137,5,5
2,788,3,3342.0,3342.0,79.395,1665.663,1091.03,1114.0,0.149,5,3
2,789,5,3463.0,3463.0,44.665,2185.279,556.901,692.6,0.078,5,5
2,790,5,3715.0,3715.0,57.746,1898.158,499.362,743.0,0.133,4,5
2,791,7,3999.0,3999.0,52.777,2628.937,518.218,571.2857142857143,0.109,5,7
2,792,4,3847.0,3847.0,36.582,1978.511,626.793,961.75,0.102,7,4
2,793,6,3753.0,3753.0,43.794,2630.316,719.472,625.5,0.103,7,6
2,794,7,4030.0,4030.0,25.832,2985.851,592.316,575.7142857142857,0.15,5,7
2,795,6,3791.0,3791.0,26.594,2162.7290000000003,418.462,631.8333333333334,0.165,6,6
2,796,5,3817.0,3817.0,53.148,2315.352,528.543,763.4,0.207,6,5
2,797,7,3930.0,3930.0,52.315,2548.44,494.19,561.4285714285714,0.134,6,7
2,798,6,3933.0,3933.0,42.632,2370.177,573.511,655.5,0.119,6,6
2,799,6,3974.0,3974.0,47.565,2518.1470000000004,498.355,662.3333333333334,0.102,7,6
2,800,6,3792.0,3792.0,83.476,2569.096,517.753,632.0,0.145,5,6
2,801,5,3799.0,3799.0,49.046,2173.9809999999998,611.589,759.8,0.177,6,5
2,802,5,4063.0,4063.0,38.356,1939.379,488.603,812.6,0.129,7,5
2,803,6,4018.0,4018.0,38.862,2321.1940000000004,666.194,669.6666666666666,0.173,5,6
2,804,7,3788.0,3788.0,55.013,2509.997,477.359,541.1428571428571,0.256,4,7
2,805,6,4020.0,4020.0,53.882,2473.937,563.744,670.0,0.113,6,6
2,806,4,3192.0,3192.0,48.806,1825.55,573.585,798.0,0.139,5,4
2,807,6,3933.0,3933.0,35.012,2416.8799999999997,600.091,655.5,0.082,6,6
2,808,5,3841.0,3841.0,130.648,2059.093,676.085,768.2,0.173,7,5
2,809,6,3816.0,3816.0,50.871,2432.8289999999997,614.51,636.0,0.095,6,6
2,810,7,3891.0,3891.0,91.784,2707.1560000000004,517.587,555.8571428571429,0.154,7,7
2,811,5,3805.0,3805.0,38.849,2249.187,594.412,761.0,0.158,6,5
2,812,7,3923.0,3923.0,101.967,3191.4150000000004,729.167,560.4285714285714,217.625,8,7
2,813,6,3940.0,3940.0,49.912,2440.45,686.431,656.6666666666666,0.091,5,6
2,814,8,4057.0,4057.0,358.302,2924.126,554.354,507.125,1089.967,7,8+
2,815,6,3907.0,3907.0,39.988,2453.1499999999996,719.103,651.1666666666666,0.172,6,6
2,816,5,3871.0,3871.0,53.717,2358.794,600.704,774.2,148.845,5,5
2,817,7,4055.0,4055.0,84.457,2968.595,532.823,579.2857142857143,0.173,6,7
2,818,5,3856.0,3856.0,28.563,2240.208,822.527,771.2,666.795,5,5
2,819,5,3439.0,3439.0,57.246,1936.8090000000002,451.074,687.8,0.094,5,5
2,820,5,3957.0,3957.0,47.852,2476.043,860.173,791.4,844.207,6,5
2,821,5,3888.0,3888.0,239.134,2466.727,708.783,777.6,0.165,5,5
2,822,6,3631.0,3631.0,37.956,2192.907,509.438,605.1666666666666,472.269,6,6
2,823,7,4052.0,4052.0,28.701,3134.578,744.48,578.8571428571429,0.172,5,7
2,824,6,3691.0,3691.0,229.171,2218.123,555.176,615.1666666666666,267.912,5,6
2,825,8,3989.0,3989.0,42.703,2749.927,508.402,498.625,0.106,7,8+
2,826,5,4015.0,4015.0,85.699,1900.844,433.752,803.0,906.962,7,5
2,827,5,3788.0,3788.0,32.763,1968.902,568.988,757.6,0.117,8,5
2,828,7,3948.0,3948.0,97.299,2842.734,622.708,564.0,412.992,6,7
2,829,5,3751.0,3751.0,57.587,2044.266,633.86,750.2,0.135,5,5
2,830,5,3882.0,3882.0,48.856,2352.2670000000003,571.691,776.4,745.709,6,5
2,831,6,4053.0,4053.0,77.541,2710.313,842.634,675.5,0.179,5,6
2,832,6,3755.0,3755.0,57.777,2601.098,629.003,625.8333333333334,875.716,6,6
2,833,6,3899.0,3899.0,56.587,2449.531,538.575,649.8333333333334,0.136,5,6
2,834,6,3652.0,3652.0,43.092,2314.453,443.256,608.6666666666666,794.196,6,6
2,835,6,4057.0,4057.0,115.01,2287.8399999999997,537.894,676.1666666666666,0.14,6,6
2,836,6,4035.0,4035.0,60.446,2204.72,498.052,672.5,1203.0,5,6
2,837,6,4072.0,4072.0,397.636,2425.893,587.314,678.6666666666666,0.118,6,6
2,838,5,3821.0,3821.0,45.66,2345.199,684.487,764.2,521.412,3,5
2,839,5,3846.0,3846.0,127.073,2514.7169999999996,864.909,769.2,0.152,6,5
2,840,6,3908.0,3908.0,54.777,2604.625,587.113,651.3333333333334,0.127,5,6
2,841,3,3707.0,3707.0,63.993,1880.7359999999999,683.232,1235.6666666666667,0.227,5,3
2,842,5,3977.0,3977.0,42.233,2388.449,670.045,795.4,0.134,5,5
2,843,5,3354.0,3354.0,110.229,2281.775,586.228,670.8,0.09,6,5
2,844,5,3816.0,3816.0,53.845,1979.051,424.234,763.2,0.341,6,5
2,845,6,3799.0,3799.0,54.904,2706.793,511.065,633.1666666666666,0.179,5,6
2,846,6,3961.0,3961.0,66.023,2665.092,618.884,660.1666666666666,0.137,6,6
2,847,6,4009.0,4009.0,69.742,2727.9730000000004,698.401,668.1666666666666,0.134,6,6
2,848,6,3940.0,3940.0,70.461,2379.492,558.268,656.6666666666666,0.405,7,6
2,849,5,3615.0,3615.0,42.049,2304.197,668.213,723.0,0.096,6,5
2,850,7,4073.0,4073.0,155.665,2595.341,497.836,581.8571428571429,0.155,5,7
2,851,8,4074.0,4074.0,65.841,3059.032,519.026,509.25,0.145,5,8+
2,852,5,3910.0,3910.0,89.88,2110.6310000000003,563.226,782.0,0.157,5,5
2,853,6,3948.0,3948.0,52.691,2403.983,788.189,658.0,0.12,8,6
2,854,5,4039.0,4039.0,43.048,2229.3,679.348,807.8,0.144,7,5
2,855,6,3972.0,3972.0,45.627,2451.9069999999997,828.694,662.0,0.087,6,6
